数据库：分省年度数据 
时间：2021年 
湖北省	,50093.3	,4634.0	,19241.3	,26218.0	,4925.7	,15954.5	,3375.4	,3828.9	,2257.5	,1221.9	,2922.7	,3821.5	,11785.3	,86554	,
湖南省	,45751.9	,4322.3	,17325.9	,24103.7	,4563.7	,13602.6	,3737.5	,4720.6	,1893.8	,970.6	,2255.4	,2957.6	,11050.0	,68971	,
广东省	,127577.4	,4985.1	,49977.2	,72615.1	,5153.7	,44513.3	,5602.2	,12151.0	,4079.0	,1979.8	,11115.6	,12627.2	,30355.6	,100820	,
广西壮族自治区	,25311.5	,4051.8	,8523.3	,12736.5	,4176.0	,6747.7	,1789.9	,2148.3	,998.5	,376.6	,1475.0	,1925.1	,5674.4	,50341	,
海南省	,6508.9	,1254.5	,1233.1	,4021.2	,1301.3	,708.9	,530.9	,820.0	,258.8	,219.4	,445.5	,694.7	,1529.5	,64063	,
重庆市	,28092.5	,1922.3	,10679.5	,15490.7	,1964.2	,7894.4	,2805.3	,2838.4	,1194.6	,620.1	,2187.2	,1767.9	,6820.5	,87502	,
四川省	,55131.3	,5662.8	,20016.5	,29452.0	,5820.9	,15750.7	,4416.2	,5078.5	,1804.4	,1231.6	,3517.6	,3945.3	,13566.0	,65856	,
贵州省	,19921.3	,2730.5	,6351.8	,10839.1	,2879.1	,4898.8	,1458.9	,1845.7	,775.9	,472.0	,1296.7	,1229.5	,5064.6	,51677	,
云南省	,27895.3	,3832.3	,9535.2	,14527.8	,3904.4	,6593.6	,2949.4	,2879.6	,1104.2	,620.2	,1468.2	,1981.4	,6394.3	,59276	,
西藏自治区	,2145.1	,164.1	,748.4	,1232.5	,168.6	,226.3	,522.3	,129.6	,53.9	,39.5	,213.7	,102.9	,688.3	,58609	,
陕西省	,30476.6	,2409.5	,12963.3	,15103.7	,2533.7	,10739.9	,2413.8	,2334.1	,1265.5	,472.1	,1903.7	,2045.4	,6768.4	,77068	,
甘肃省	,10608.0	,1364.8	,3531.6	,5711.6	,1406.8	,2789.6	,753.9	,771.6	,454.7	,172.9	,878.8	,737.8	,2641.9	,42508	,
青海省	,3446.3	,357.1	,1389.7	,1699.5	,358.4	,1022.4	,367.3	,193.9	,128.1	,44.5	,282.7	,177.0	,872.0	,58067	,
宁夏回族自治区	,4666.5	,364.6	,2036.6	,2265.3	,383.9	,1720.7	,318.5	,252.9	,188.5	,60.2	,320.2	,251.3	,1170.2	,64543	,
新疆维吾尔自治区	,16791.5	,2358.7	,6281.3	,8151.5	,2489.6	,5037.0	,1332.9	,841.0	,746.1	,165.5	,1035.1	,870.7	,4273.5	,64845	,
注：1. 按照我国国民经济核算数据修订制度和国际通行做法，在第五次全国经济普查后，对1992年-2023年地区生产总值历史数据进行了系统修订。
数据来源：国家统计局
