数据库：分省年度数据 
时间：2020年 
浙江省	,67164.5	,2166.3	,26638.2	,38360.0	,2221.4	,22754.4	,3944.8	,7720.8	,1916.2	,1010.2	,5580.9	,6567.6	,15448.2	,104593	,
安徽省	,38628.8	,3184.9	,15286.7	,20157.2	,3353.7	,11094.0	,4220.0	,3635.0	,2097.0	,705.0	,2480.0	,3170.0	,7874.1	,63341	,
福建省	,43682.0	,2730.8	,19509.7	,21441.6	,2831.8	,15063.7	,4513.5	,4856.4	,1385.5	,611.2	,2949.0	,3140.6	,8330.3	,105283	,
江西省	,25825.4	,2243.8	,10631.7	,12949.9	,2328.1	,8546.6	,2095.0	,2218.6	,1015.1	,422.8	,1756.1	,2122.0	,5321.0	,57167	,
山东省	,74355.9	,5364.4	,29008.0	,39983.5	,5750.1	,23268.5	,5854.7	,9860.4	,3303.0	,1077.1	,4300.7	,5087.9	,15853.5	,73362	,
河南省	,54160.6	,5354.0	,21416.6	,27390.0	,5600.5	,16538.5	,4968.0	,4242.4	,2540.3	,1079.9	,2902.0	,4121.5	,12167.5	,54592	,
湖北省	,43017.6	,4133.2	,16359.6	,22524.7	,4359.0	,13551.5	,2868.7	,3151.9	,1748.3	,904.1	,2864.4	,3278.6	,10291.2	,73711	,
湖南省	,41693.7	,4240.7	,15577.3	,21875.6	,4462.0	,12127.4	,3463.1	,4154.2	,1626.5	,820.5	,2096.2	,2960.8	,9983.1	,62768	,
广东省	,113708.9	,4732.7	,43756.4	,65219.7	,4880.8	,39004.8	,4864.1	,10766.5	,3361.4	,1609.6	,10122.8	,12155.7	,26943.3	,90558	,
广西壮族自治区	,22250.7	,3645.9	,7067.6	,11537.2	,3757.3	,5369.2	,1711.6	,1872.2	,850.3	,319.7	,1438.1	,1911.8	,5020.3	,44497	,
海南省	,5640.8	,1136.0	,1074.6	,3430.2	,1178.4	,571.8	,507.4	,591.0	,218.1	,195.2	,409.4	,620.8	,1348.7	,56211	,
重庆市	,25158.1	,1803.5	,9646.0	,13708.5	,1837.0	,6980.8	,2682.5	,2416.0	,1008.4	,500.7	,2090.7	,1667.9	,5974.1	,78656	,
四川省	,49445.1	,5556.9	,17594.8	,26293.4	,5701.2	,13579.4	,4141.9	,4388.7	,1513.5	,996.4	,3302.7	,3781.8	,12039.6	,59138	,
贵州省	,18308.3	,2539.9	,5881.1	,9887.2	,2675.6	,4399.2	,1486.9	,1549.5	,686.0	,384.2	,1232.8	,1178.1	,4715.8	,47517	,
云南省	,25214.5	,3611.8	,8427.8	,13175.0	,3674.5	,5630.1	,2803.3	,2494.9	,967.0	,505.7	,1418.5	,1929.5	,5791.1	,53443	,
西藏自治区	,1956.5	,150.3	,708.0	,1098.2	,154.4	,179.1	,529.2	,109.4	,48.2	,36.4	,186.5	,99.9	,613.5	,53825	,
陕西省	,26297.0	,2267.7	,10721.1	,13308.2	,2381.8	,8389.6	,2451.0	,2019.2	,1142.8	,395.1	,1769.8	,1696.2	,6051.4	,66583	,
甘肃省	,9323.1	,1188.1	,2891.9	,5243.1	,1227.3	,2255.0	,646.7	,666.3	,400.3	,144.4	,848.2	,705.8	,2429.2	,37218	,
青海省	,3080.6	,341.1	,1157.5	,1582.0	,342.3	,817.3	,340.2	,167.7	,106.2	,40.7	,265.9	,188.6	,811.6	,52081	,
宁夏回族自治区	,4036.2	,338.1	,1604.8	,2093.3	,356.3	,1293.9	,312.7	,218.3	,171.7	,52.1	,306.0	,237.0	,1088.2	,56136	,
新疆维吾尔自治区	,14262.2	,1981.3	,4798.5	,7482.4	,2098.2	,3684.6	,1185.4	,710.9	,613.2	,137.3	,1006.3	,844.1	,3982.2	,55398	,
注：1. 按照我国国民经济核算数据修订制度和国际通行做法，在第五次全国经济普查后，对1992年-2023年地区生产总值历史数据进行了系统修订。
数据来源：国家统计局
