数据库：分省年度数据 
时间：2023年 
河南省	,60627.7	,5353.0	,23097.7	,32177.0	,5829.7	,17609.8	,5603.2	,5100.7	,3110.5	,1224.5	,3099.3	,4291.3	,14758.7	,61592	,
湖北省	,56794.3	,5068.2	,20750.3	,30975.8	,5452.1	,16937.5	,3909.4	,4797.5	,2847.1	,1496.8	,2679.6	,3764.9	,14909.3	,97234	,
湖南省	,50667.5	,4617.4	,18639.2	,27410.8	,4924.1	,14773.2	,3895.3	,5438.5	,2394.8	,1159.9	,2473.6	,2953.0	,12655.2	,76932	,
广东省	,137905.4	,5555.2	,52679.5	,79670.7	,5769.2	,46177.6	,6675.6	,13328.2	,4904.2	,2292.6	,12018.7	,11151.1	,35588.4	,108745	,
广西壮族自治区	,27501.7	,4466.8	,8979.8	,14055.1	,4615.3	,7434.6	,1558.5	,2452.2	,1075.3	,435.1	,1487.4	,1979.4	,6463.8	,54599	,
海南省	,7590.2	,1506.9	,1403.4	,4679.9	,1569.5	,880.0	,530.4	,860.7	,290.7	,201.0	,498.2	,876.5	,1883.4	,73335	,
重庆市	,30614.3	,2033.7	,11199.1	,17381.6	,2085.6	,8440.5	,2777.8	,3346.4	,1345.4	,740.9	,2117.8	,1781.8	,7978.0	,95610	,
四川省	,61353.4	,5455.6	,21879.1	,34018.7	,5630.5	,17147.6	,4907.6	,5975.3	,2558.1	,1382.0	,3784.4	,3940.4	,16027.4	,73293	,
贵州省	,21513.7	,2883.3	,6638.5	,11991.8	,3044.8	,5286.4	,1361.3	,2253.6	,826.2	,494.6	,1500.3	,1184.8	,5561.8	,55728	,
云南省	,30595.8	,4191.4	,10021.4	,16383.0	,4274.1	,7163.8	,2872.5	,3376.2	,1319.0	,824.9	,1460.9	,1855.4	,7449.0	,65334	,
西藏自治区	,2532.9	,218.7	,858.7	,1455.5	,223.7	,332.9	,526.0	,156.1	,76.0	,40.5	,244.1	,108.4	,825.0	,69489	,
陕西省	,33976.5	,2649.1	,13937.3	,17390.1	,2799.5	,11699.1	,2456.3	,2764.4	,1442.9	,602.9	,2043.8	,2106.8	,8060.7	,85929	,
甘肃省	,12345.7	,1636.6	,4148.6	,6560.4	,1687.4	,3244.7	,924.0	,868.1	,639.7	,205.7	,928.0	,768.5	,3079.6	,49811	,
青海省	,3849.2	,387.3	,1636.5	,1825.4	,388.7	,1341.1	,301.9	,170.7	,169.3	,41.2	,280.4	,201.5	,954.4	,64747	,
宁夏回族自治区	,5368.8	,428.0	,2329.0	,2611.7	,451.1	,2022.1	,310.5	,312.8	,219.9	,72.9	,366.1	,286.2	,1327.2	,73696	,
新疆维吾尔自治区	,19603.3	,2739.6	,7559.7	,9304.0	,2906.9	,6337.9	,1342.4	,961.3	,1120.3	,180.2	,1022.8	,927.8	,4803.6	,75616	,
注：1. 按照我国国民经济核算数据修订制度和国际通行做法，在第五次全国经济普查后，对1992年-2023年地区生产总值历史数据进行了系统修订。
数据来源：国家统计局
